Set Number,Numbers
385,"11, 19, 12, 7"
386,"2, 5, 9, 11, 12, 14, 20"
387,"1, 5, 10, 11, 13, 15, 17"
388,"1, 3, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20"
389,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20"
390,"2, 3, 4, 5, 6, 8, 10, 16, 17, 18, 20"
391,"1, 3, 6, 7, 8, 11, 13, 15, 16, 20"
392,"16, 2, 19, 14"
393,"1, 2, 3, 4, 5, 8, 9, 10, 11, 12, 14, 15, 17, 19, 20"
394,"16, 14"
395,"3, 5, 10, 11, 13, 15, 17"
396,"1, 2, 3, 5, 7, 8, 9, 10, 16, 17, 18, 20"
397,"2, 3, 4, 5, 6, 8, 9, 10, 11, 14, 15, 19"
398,"2, 4, 5, 6, 7, 8, 10, 11, 13, 15, 16, 17, 18, 19, 20"
399,"1, 4, 8, 10, 12, 14, 17, 18"
400,"1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 14, 15, 16, 17, 19, 20"
401,"1, 5, 7, 8, 9, 10, 13, 14, 15, 17, 18, 20"
402,"1, 10, 20, 13"
403,"11, 7, 15"
404,"1, 2, 3, 4, 5, 6, 7, 10, 11, 14, 15, 16, 17, 18, 19"
405,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
406,"1, 2, 3, 4, 8, 11, 13, 14, 15, 16, 20"
407,"1, 11, 13, 14, 18"
408,"1, 2, 5, 7, 8, 11, 13, 15, 17, 18"
409,"1, 2, 6, 11, 12, 15, 16, 17"
410,"1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20"
411,"2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20"
412,"1, 3, 6, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20"
413,"17, 18, 3, 5"
414,"16, 3"
415,"1, 2, 3, 4, 5, 7, 8, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20"
416,"2, 3, 4, 6, 9, 14, 19"
417,"3, 14, 15, 16, 19"
418,"8, 17, 19, 5"
419,"3, 6, 8, 12, 13, 14, 17, 18, 20"
420,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19"
421,"2, 5"
422,"1, 3, 4, 5, 6, 7, 8, 10, 11, 12, 14, 15, 16, 18, 19"
423,"1, 2, 3, 5, 7, 8, 9, 10, 12, 13, 16, 17, 18"
424,"1, 5, 9, 10, 19"
425,"17, 11, 12"
426,"3, 5, 7, 8, 13, 17"
427,"1, 2, 5, 7, 8, 10, 11, 12, 13, 14, 17, 18, 19"
428,"1, 2, 3, 4, 6, 8, 9, 12, 14, 18"
429,"2, 3, 6, 9, 10, 14, 15, 16, 17"
430,"1, 11"
431,"2, 3, 5, 6, 8, 10, 11, 13, 14, 17, 18"
432,"1, 2, 11, 13, 14, 16, 18"
433,"1, 4, 6, 7, 17, 18"
434,"1, 3, 6, 9, 10, 11, 12, 13, 14, 17, 18, 20"
435,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
436,"8, 14"
437,"1, 3, 6, 8, 9, 10, 11, 14, 17, 19"
438,"2, 3, 4, 5, 6, 8, 10, 11, 12, 14, 16, 18, 20"
439,"7, 9, 10, 11, 12, 17, 20"
440,"5, 6, 9, 13, 14, 15, 17, 19"
441,"1, 3, 4, 5, 6, 7, 11, 12, 14, 15, 16, 17, 19"
442,"1, 18, 15"
443,"1, 2, 3, 9, 10, 13, 16, 19"
444,"4, 5, 7, 11, 20"
445,"1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 15, 17, 18, 19, 20"
446,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19"
447,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 19, 20"
448,7
449,"1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 20"
450,"1, 2, 3, 5, 7, 8, 10, 13, 14, 16, 17, 18, 19"
451,"3, 6, 8, 14, 17, 18"
452,"17, 3, 13, 1"
453,"9, 14"
454,"6, 8, 9, 10, 12, 13, 14, 15, 17, 18, 19"
455,"1, 2, 4, 5, 6, 7, 8, 11, 12, 14, 15, 16, 20"
456,"1, 2, 3, 4, 5, 8, 12, 15, 16, 17, 18, 20"
457,"1, 10, 11, 13"
458,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 17, 18, 19, 20"
459,"1, 2, 4, 5, 7, 9, 11, 12, 13, 14, 15, 16, 17, 18"
460,"17, 14"
461,"6, 8, 10, 11, 12, 15, 16, 19, 20"
462,"3, 4, 5, 6, 7, 10, 14, 17, 18, 20"
463,"3, 2, 19, 5"
464,"1, 3, 4, 8, 9, 10, 11, 14, 15, 16"
465,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
466,"3, 4, 10, 11, 15, 16, 20"
467,"1, 2, 3, 5, 7, 8, 9, 13, 15, 17, 20"
468,"17, 18"
469,"2, 13, 6"
470,"2, 3, 6, 15"
471,"3, 5, 6, 7, 8, 10, 12, 13, 14, 17, 18, 19"
472,"1, 7, 8, 9, 10, 11, 14, 16, 18, 20"
473,"4, 9, 10, 17, 20"
474,"7, 8, 9, 14, 16, 18, 20"
475,"12, 5, 6"
476,"1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19"
477,"1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20"
478,"2, 3, 7, 9, 10, 12, 14, 16, 17, 18"
479,"1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20"
480,"3, 5, 6, 8, 10, 11, 15, 16, 17"
481,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 20"
482,"19, 5"
483,"1, 2, 6, 9, 10, 15, 18, 19"
484,"4, 5, 6, 11, 14, 17, 18, 19"
485,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
486,"1, 2, 3, 4, 6, 7, 8, 9, 12, 13, 14, 18, 19"
487,"3, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20"
488,"2, 5, 9, 10, 15, 18"
489,"3, 1, 11, 13"
490,"1, 2, 3, 4, 5, 6, 7, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
491,"2, 4, 5, 6, 9, 11, 12, 13, 14, 16, 17, 18, 19, 20"
492,"17, 2, 19"
493,"1, 2, 3, 4, 5, 7, 8, 10, 12, 13, 14, 15, 17, 18, 20"
494,"2, 4, 5, 8, 9, 11, 12, 14, 15, 16, 17, 18, 20"
495,"1, 2, 3, 4, 5, 7, 9, 10, 11, 13, 14, 15, 16, 17, 18"
496,"3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 20"
497,"2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 19, 20"
498,"2, 9, 10, 12, 13, 16, 17"
499,"1, 6, 9, 10, 12, 14, 15, 16"
500,"1, 3, 4, 9, 18"
501,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20"
502,"1, 2, 3, 4, 5, 8, 9, 11, 13, 16, 20"
503,"1, 2"
504,"1, 3, 5, 6, 8, 11, 13, 17, 19, 20"
505,"1, 2, 3, 4, 5, 6, 8, 11, 13, 14, 15, 16, 20"
506,"3, 5, 7, 8, 15, 16, 17, 18, 20"
507,"1, 2, 4, 5, 7, 8, 11, 14, 16, 18, 19, 20"
508,"2, 3, 4, 5, 7, 8, 9, 10, 13, 14, 15, 16, 20"
509,"2, 3, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
510,"1, 2, 5, 6, 7, 11, 13, 17, 18"
511,"1, 6, 7, 8, 9, 11, 12, 14, 15, 16, 17"
512,"1, 2, 4, 5, 9, 12, 13, 14, 15, 16, 17, 18"
513,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 13, 15, 17, 19, 20"
514,"17, 11, 4, 12"
515,"20, 5"
516,"1, 3, 4, 7, 8, 10, 12, 15, 17"
517,"1, 2, 3, 4, 5, 6, 7, 8, 12, 13, 17, 18, 19"
518,"1, 6, 8, 9, 11, 15, 20"
519,"18, 10, 19"
520,"2, 3, 5, 9, 10, 14, 15, 16, 17, 18"
521,"1, 2, 10, 15, 16"
522,"5, 11, 13, 15, 16, 17, 19"
523,"1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18"
524,"1, 2, 5, 10, 12, 15, 16, 18, 19"
525,"1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 19, 20"
526,"16, 20, 13, 6"
527,"8, 1, 7"
528,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 20"
529,"1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20"
530,"1, 2, 5, 8, 11, 18, 20"
531,"5, 8, 12, 13, 19"
532,"17, 15, 4, 7"
533,"9, 5, 7"
534,"4, 6, 7, 9, 12, 13, 14, 16, 19, 20"
535,"3, 4, 9, 11, 12, 15, 17, 18, 19"
536,"2, 4, 8, 10, 11, 14, 17, 18, 19"
537,"9, 11, 20"
538,"4, 5, 7, 8, 11, 14, 17, 19, 20"
539,11
540,"9, 10, 11, 12, 16"
541,"1, 7, 12, 16, 18, 20"
542,"1, 2, 3, 4, 5, 6, 7, 8, 12, 14, 15, 16, 18, 19"
543,"1, 2, 3, 4, 5, 7, 8, 9, 11, 12, 14, 15, 16, 19, 20"
544,"17, 10"
545,"2, 10, 20"
546,"2, 4, 5, 6, 9, 14, 17, 18, 19"
547,"16, 1, 13"
548,"1, 10, 11, 5"
549,"20, 4, 6, 15"
550,"2, 9, 10, 11, 13, 14, 15, 16, 19"
551,"5, 6, 8, 11, 12, 14, 15, 17, 20"
552,"1, 2, 4, 5, 6, 7, 8, 9, 10, 12, 13, 15, 16, 17, 18, 19, 20"
553,"2, 4, 5, 6, 7, 9, 10, 15, 17, 18, 20"
554,"9, 18"
555,"3, 6, 9, 12, 14, 15, 16, 17, 20"
556,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
557,"4, 5, 6, 7, 8, 9, 10, 14, 16, 17, 18, 20"
558,"10, 12, 14, 16, 18, 19, 20"
559,"3, 6, 13, 14, 17, 18, 19"
560,"1, 5, 6, 8, 9, 10, 12, 14, 15, 16, 18, 19"
561,"2, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19"
562,"9, 3, 15"
563,"2, 8, 10, 12, 13, 14, 16, 17, 19"
564,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
565,"8, 19"
566,"3, 7, 10, 13, 20"
567,"8, 14"
568,"2, 5, 14"
569,"3, 5, 7, 8, 9, 10, 12, 13, 15, 18, 19, 20"
570,"1, 4, 7, 9, 13, 14, 15, 16"
571,"1, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20"
572,"1, 2, 3, 5, 7, 8, 16, 17, 18, 19"
573,"1, 2, 7, 10, 12, 16, 17, 18"
574,"3, 4, 5, 6, 10, 11, 14, 15, 18, 20"
575,"3, 7"
576,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19"
577,"2, 18"
578,"2, 3, 4, 7, 8, 9, 10, 11, 12, 14, 16, 18, 19, 20"
579,"1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
580,"2, 6, 8, 9, 12, 13, 14, 15, 17, 18, 19, 20"
581,"1, 3, 4, 5, 6, 7, 8, 9, 13, 16, 17, 18, 20"
582,"2, 5, 6, 7, 8, 10, 13, 14, 16, 17, 20"
583,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20"
584,"2, 7, 8, 9, 10, 11, 12, 13, 14, 17, 18, 19"
585,"1, 5, 6, 8, 10, 14, 17, 18"
586,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20"
587,"1, 2, 5, 6, 7, 8, 10, 12, 14, 16, 17, 18, 19"
588,"5, 6, 15, 18, 20"
589,"1, 4, 6, 9, 10, 14, 15, 16"
590,"2, 3, 4, 6, 7, 9, 11, 12, 14, 15, 16, 17, 18, 19"
591,"1, 4, 6, 7, 10, 12, 13, 14, 16, 17, 18, 19, 20"
592,"1, 2, 9, 10, 11, 13, 17, 20"
593,"1, 5, 6, 7, 8, 9, 10, 11, 13, 15, 20"
594,"1, 2, 3, 7, 9, 11, 12, 13, 14, 15, 17, 20"
595,"9, 2, 12, 14"
596,"1, 14, 15"
597,"3, 5, 12, 18, 20"
598,"2, 3, 7, 10, 14, 18, 20"
599,"4, 8, 9, 11, 14, 16"
600,"1, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
601,"1, 3, 4, 5, 9, 10, 12, 15, 18, 20"
602,"3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19"
603,"2, 4, 5, 6, 9, 12, 13, 16, 18"
604,"1, 2, 3, 4, 5, 6, 7, 8, 10, 12, 13, 14, 15, 17, 19"
605,"1, 3, 5, 7, 8, 10, 11, 12, 17, 19, 20"
606,"2, 3, 5, 7, 9, 11, 13, 15, 17, 20"
607,"1, 4, 6, 7, 8, 9, 10, 11, 13, 15, 17, 18, 19, 20"
608,"2, 3, 4, 5, 8, 10, 11, 12, 16, 18, 20"
609,"2, 9, 11, 14, 15, 19"
610,"5, 6, 12, 13, 19"
611,"2, 4, 5, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20"
612,"1, 3, 4, 5, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
613,"1, 2, 10, 13, 16"
614,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20"
615,"2, 3, 4, 5, 6, 7, 8, 9, 12, 14, 16"
616,"2, 3, 5, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20"
617,"6, 8, 9, 11, 12, 13, 14, 15, 18, 19"
618,"2, 4, 5, 10, 14, 16, 17"
619,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19"
620,"1, 2, 3, 4, 5, 6, 7, 9, 11, 12, 14, 16, 17, 18, 19, 20"
621,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
622,"1, 2, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20"
623,"1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20"
624,"8, 1, 19, 7"
625,"19, 14, 15"
626,"1, 2, 13, 16, 17, 19, 20"
627,"1, 2, 3, 5, 6, 7, 12, 13, 15, 19, 20"
628,"1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19"
629,"16, 10, 13, 5"
630,"2, 3, 4, 8, 12, 13, 14, 16, 20"
631,"10, 14, 16, 18, 19, 20"
632,"4, 8, 9, 13, 19, 20"
633,"2, 6, 8, 9, 11, 14, 20"
634,"1, 3"
635,"1, 2, 3, 6, 7, 9, 12, 13, 14, 15, 16, 17, 18, 19, 20"
636,"1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18"
637,"1, 3, 4, 5, 6, 8, 10, 11, 12, 13, 14, 16, 17, 18, 20"
638,"1, 2, 3, 4, 5, 7, 8, 9, 10, 12, 16, 17, 19, 20"
639,"1, 2, 3, 4, 9, 10, 11, 12, 14, 16, 17, 18, 19"
640,"8, 14, 6"
641,"1, 2, 3, 4, 5, 9, 10, 11, 12, 14, 15, 16, 18, 19, 20"
642,"1, 2, 3, 4, 5, 6, 7, 9, 10, 12, 13, 14, 16, 17, 18, 19, 20"
643,"2, 4, 5, 6, 8, 11, 12, 14, 15, 16, 17, 18, 20"
644,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20"
645,"2, 6, 8, 9, 11, 13, 14, 18, 19"
646,"1, 5, 6, 10, 11, 13, 14, 20"
647,"2, 4, 6, 8, 10, 11, 12"
648,"17, 19"
649,"1, 2, 6, 7, 8, 9, 11, 12, 13, 15, 16, 17, 19"
650,"2, 4, 5, 6, 8, 9, 10, 11, 13, 14, 15, 17, 20"
651,"2, 6, 8, 9, 12, 13, 16, 18, 19"
652,"1, 5, 6, 10, 11, 14, 17, 20"
653,"17, 5, 14"
654,"1, 2, 3, 4, 5, 7, 8, 9, 10, 12, 13, 17, 18, 20"
655,"1, 2, 3, 4, 5, 6, 8, 9, 12, 13, 14, 18, 20"
656,"2, 3, 6, 8, 9, 12, 13, 14, 15, 16, 17, 18, 19, 20"
657,"1, 4, 5, 7, 9, 13, 18, 19"
658,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 20"
659,"1, 6, 7, 12, 13, 14, 15, 17, 19"
660,"2, 3, 6, 7, 10, 11, 14, 15, 16, 17, 18, 19"
661,"8, 9, 13, 14, 17"
662,"20, 12"
663,"17, 19"
664,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
665,"4, 8, 11, 13, 14, 15, 17, 18, 20"
666,"1, 2, 3, 5, 6, 7, 11, 13, 16, 17"
667,"1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20"
668,"1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
669,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
670,"1, 2, 4, 7, 9, 11, 18, 20"
671,"5, 12, 16, 17, 20"
672,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 16, 17, 18, 19, 20"
673,"3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 17, 18, 19, 20"
674,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
675,"3, 4, 5, 10, 12, 18"
676,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
677,"1, 2, 3, 4, 6, 8, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20"
678,"19, 14, 15"
679,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19"
680,"2, 6"
681,"16, 19, 5, 7"
682,"2, 3, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 17, 18, 19, 20"
683,"8, 18, 11, 5"
684,"3, 4, 5, 10, 14, 17, 19"
685,"1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20"
686,"1, 4, 8, 9, 11, 15, 20"
687,"1, 2, 4, 6, 8, 10, 11, 14, 15, 17, 19, 20"
688,"1, 2, 3, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20"
689,"2, 8, 11, 12, 13, 15, 17, 18, 19, 20"
690,"2, 3, 4, 5, 8, 9, 11, 12, 13, 16, 17, 18, 19, 20"
691,"1, 2, 5, 6, 8, 10, 11, 13, 14, 15, 18, 19, 20"
692,"2, 3, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20"
693,"16, 2, 6, 7"
694,"1, 2, 4, 6, 7, 10, 12, 13, 15, 16, 20"
695,"20, 15"
696,"1, 2, 3, 5, 6, 7, 8, 9, 10, 12, 13, 14, 16, 17, 18, 19, 20"
697,"3, 4, 7, 8, 10, 12, 13, 15, 17, 18, 20"
698,"1, 2, 3, 4, 5, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20"
699,"1, 2, 4, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20"
700,"1, 3, 5, 8, 10, 11, 12, 16, 18, 19, 20"
701,"2, 5, 9, 10, 17, 19, 20"
702,"6, 11, 15, 16, 17, 19"
703,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19"
704,"2, 3, 8, 9, 10, 12, 14, 18, 20"
705,"4, 5, 7, 8, 9, 11, 12, 14, 15, 16, 17, 19, 20"
706,"2, 5, 6, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19"
707,"1, 5, 6, 7, 8, 10, 12, 13, 16, 17, 18, 20"
708,"2, 19, 13, 6"
709,"1, 2, 3, 4, 5, 8, 9, 10, 11, 12, 13, 14, 18, 19"
710,"1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 13, 15, 17, 20"
711,"1, 2, 6, 9, 10, 20"
712,"1, 3, 6, 11, 13, 14, 16, 17, 18, 20"
713,"1, 2, 7, 8, 9, 11, 12, 13, 14, 16"
714,"1, 2, 3, 4, 6, 7, 9, 10, 12, 13, 14, 15, 19, 20"
715,"2, 4, 6, 12, 13, 16, 19"
716,"1, 5, 6, 7, 9, 10, 11, 14, 15, 17, 18, 19"
717,"1, 3, 4, 5, 7, 8, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20"
718,"18, 12"
719,"8, 11, 4, 5"
720,"1, 6, 8, 14, 19"
721,"1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
722,"8, 14, 6, 7"
723,"1, 2, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18"
724,"5, 7, 10, 12, 13"
725,"3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
726,"1, 2, 3, 5, 6, 14, 15, 20"
727,"2, 3, 4, 5, 10, 16, 17"
728,"1, 2, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20"
729,"2, 5, 10, 12, 13"
730,"1, 2, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 17, 19, 20"
731,"1, 5, 6, 9, 11, 15, 16, 17, 18"
732,"2, 4, 5, 8, 9, 10, 14, 15, 16, 17, 20"
733,"4, 5, 9, 11, 14, 15, 18"
734,"1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
735,"1, 2, 3, 4, 5, 6, 10, 12, 13, 15, 19, 20"
736,"2, 3, 4, 7, 9, 11, 12, 13, 16, 18, 19"
737,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
738,"1, 3, 4, 5, 10, 12, 13, 17, 20"
739,"2, 4, 5, 6, 7, 10, 17"
740,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19"
741,"9, 18, 19, 5"
742,"1, 2, 3, 4, 5, 7, 9, 10, 11, 12, 14, 15, 16, 17, 19"
743,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
744,"4, 5, 8, 11, 18, 20"
745,"16, 3, 12, 14"
746,"1, 3, 4, 5, 7, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20"
747,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
748,"12, 14, 15"
749,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
750,"2, 3, 4, 5, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19"
751,"2, 5, 10, 13, 15, 16, 18, 20"
752,"1, 10, 13, 15, 16, 19"
753,"2, 4, 6, 9, 10, 11, 12, 17, 18, 19"
754,"1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
755,"1, 3, 8, 17, 18, 20"
756,"4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20"
757,"1, 2, 3, 4, 5, 6, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20"
758,"1, 2, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
759,"18, 4, 12"
760,"2, 3, 5, 6, 7, 8, 11, 12, 16, 18, 19, 20"
761,"20, 6, 7"
762,"1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20"
763,"1, 4, 10, 11, 12, 14, 16, 17"
764,"1, 4, 8, 10, 13, 19"
765,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
766,"16, 9"
767,"3, 5, 8, 9, 11, 14"
768,"1, 2, 4, 5, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 18, 19"
769,"3, 4, 5, 6, 8, 10, 12, 14, 15, 17, 19"
770,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18"
771,"1, 2, 3, 4, 6, 7, 10, 13, 15, 19, 20"
772,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20"
773,"1, 2, 4, 6, 7, 8, 10, 11, 12, 14, 16, 17, 19"
774,"2, 4, 6, 7, 8, 13, 14, 16, 17, 19"
775,"1, 3, 4, 5, 7, 11, 13, 14, 15, 16, 17, 20"
776,"17, 3, 13"
777,"1, 2, 5, 7, 10, 12, 18, 20"
778,"16, 10, 13, 6"
779,"1, 5, 7, 8, 10"
780,"1, 2, 3, 4, 7, 9, 10, 12, 14, 17, 19"
781,"3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 20"
782,"1, 2, 5, 6, 9, 10, 11, 14, 16, 17, 19"
783,"2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 15, 16, 17, 18"
784,"1, 5, 6, 8, 9, 10, 13, 16, 17, 18, 19, 20"
785,"17, 9"
786,"5, 6, 7, 11, 13, 14, 16, 18, 19"
787,"1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 18, 20"
788,"1, 10"
789,"2, 3, 5, 8, 9, 13, 15, 16, 17, 18, 19, 20"
790,"1, 2, 3, 4, 8, 11, 12, 13, 14, 15, 16, 17, 19, 20"
791,"2, 3, 6, 7, 18"
792,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20"
793,"2, 3, 4, 6, 7, 8, 9, 10, 11, 14, 17, 20"
794,"7, 8, 9, 11, 12, 13"
